CASE #,DATE  OF OCCURRENCE,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT
HX340965,11/7/14,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,1935,11
HX340926,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2422,11
HX341427,11/7/14,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,313,11
HX341108,11/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,1111,11
HX341352,11/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,2424,11
HX341274,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,612,11
HX341422,11/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,2534,11
HX341362,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1032,11
HX341368,11/7/14,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,TRUE,FALSE,812,11
HX341387,11/7/14,NARCOTICS,POSS: HEROIN(BRN/TAN),ALLEY,TRUE,FALSE,1913,11
HX341438,11/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,1011,11
HX341487,11/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,822,11
HX341560,11/7/14,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,ALLEY,FALSE,FALSE,2531,11
HX341571,12/7/14,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1924,11
HX341677,12/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,1022,11
HX341638,12/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,1831,11
HX344033,12/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,1412,11
HX341725,12/7/14,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,FALSE,FALSE,611,11
HX341704,12/7/14,PUBLIC PEACE VIOLATION,OTHER VIOLATION,ALLEY,FALSE,FALSE,611,11
HX341743,12/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,433,11
HX341893,12/7/14,BATTERY,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,1133,11
HX342286,12/7/14,CRIM SEXUAL ASSAULT,ATTEMPT AGG: OTHER,ALLEY,FALSE,FALSE,432,11
HX342295,12/7/14,ASSAULT,SIMPLE,ALLEY,TRUE,FALSE,921,11
HX342378,12/7/14,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,ALLEY,TRUE,FALSE,2024,11
HX342345,12/7/14,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,825,11
HX342348,12/7/14,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,532,11
HX342428,12/7/14,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,TRUE,FALSE,1414,11
HX342567,12/7/14,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,TRUE,731,11
HX342553,12/7/14,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,1121,11
HX342629,12/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,225,11
HX342733,12/7/14,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,FALSE,FALSE,2515,11
HX343680,12/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,825,11
HX342730,12/7/14,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,TRUE,FALSE,2531,11
HX342715,12/7/14,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1122,11
HX342713,12/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1113,11
HX342817,12/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2524,11
HX342941,13/7/14,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,2522,12
HX343012,13/7/14,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,1812,12
HX343048,13/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,FALSE,FALSE,1422,12
HX343356,13/7/14,ASSAULT,SIMPLE,ALLEY,FALSE,TRUE,1112,12
HX343424,13/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1125,12
HX343451,13/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,832,12
HX343527,13/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,1222,12
HX343538,13/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,915,12
HX343769,13/7/14,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,532,12
HX344925,13/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,1022,12
HX343718,13/7/14,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,422,12
HX343820,13/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1712,12
HX343826,13/7/14,GAMBLING,GAME/DICE,ALLEY,TRUE,FALSE,312,12
HX343815,13/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,614,14
HX343934,13/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,331,14
HX344054,13/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1014,14
HX343905,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,611,14
HX343997,13/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,712,14
HX344029,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,511,14
HX344063,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2412,14
HX344058,13/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1234,14
HX344140,14/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,1131,15
HX344192,14/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,735,15
HX344203,14/7/14,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,422,15
HX344236,14/7/14,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,2535,15
HX344270,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,334,15
HX344299,14/7/14,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,2514,15
HX344358,14/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,2532,15
HX344781,14/7/14,THEFT,OVER $500,ALLEY,FALSE,FALSE,1834,15
HX344456,14/7/14,BATTERY,SIMPLE,ALLEY,TRUE,FALSE,1922,15
HX344450,14/7/14,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,733,15
HX344764,14/7/14,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,113,15
HX344577,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1121,15
HX344753,14/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1532,15
HX344814,14/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,732,15
HX348890,14/7/14,THEFT,OVER $500,ALLEY,FALSE,FALSE,2522,15
HX344828,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,411,15
HX344930,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,423,15
HX345022,14/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,221,16
HX345004,14/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,ALLEY,FALSE,TRUE,522,16
HX345025,14/7/14,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,TRUE,FALSE,224,16
HX345152,14/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,TRUE,FALSE,911,16
HX345943,14/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,835,16
HX345245,14/7/14,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,TRUE,FALSE,1132,17
HX345414,14/7/14,BATTERY,SIMPLE,ALLEY,TRUE,FALSE,413,17
HX345314,14/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,613,17
HX345306,14/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,613,17
HX345351,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1624,17
HX348329,14/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,912,17
HX345491,14/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,612,17
HX345459,14/7/14,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,413,17
HX345509,14/7/14,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,ALLEY,TRUE,FALSE,931,18
HX345502,14/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,231,18
HX345575,14/7/14,BATTERY,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,1211,18
HX345576,15/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,821,18
HX356130,15/7/14,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,FALSE,FALSE,1711,18
HX345891,15/7/14,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,412,19
HX345982,15/7/14,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,TRUE,FALSE,823,19
HX346056,15/7/14,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,633,19
HX346042,15/7/14,NARCOTICS,POSS: COCAINE,ALLEY,TRUE,FALSE,823,19
HX346172,15/7/14,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,ALLEY,TRUE,FALSE,2524,19
HX346262,15/7/14,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,322,19
HX346383,15/7/14,OTHER OFFENSE,LICENSE VIOLATION,ALLEY,TRUE,FALSE,1123,19
HX346396,15/7/14,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1222,19
HX346509,15/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,2432,19
HX346495,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,823,19
HX346678,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,613,19
HX346690,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1723,19
HX346781,15/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,332,19
HX346808,15/7/14,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,TRUE,FALSE,711,19
HX346813,15/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1234,20
HX347132,16/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,922,20
HX347282,16/7/14,BURGLARY,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,613,20
HX347239,16/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,733,22
HX347470,16/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,2524,22
HX347560,16/7/14,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,TRUE,FALSE,1531,22
HX347722,16/7/14,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,2431,22
HX347757,16/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1922,22
HX347883,16/7/14,THEFT,$500 AND UNDER,ALLEY,TRUE,FALSE,1834,22
HX347939,16/7/14,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,TRUE,FALSE,2233,22
HX347924,16/7/14,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1011,22
HX348019,16/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1113,22
HX348073,16/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1023,22
HX348089,16/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1411,22
HX348355,17/7/14,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,FALSE,1135,22
HX348763,17/7/14,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,TRUE,FALSE,333,24
HX348881,17/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1215,24
HX349059,17/7/14,BATTERY,SIMPLE,ALLEY,TRUE,FALSE,913,24
HX349089,17/7/14,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1133,24
HX349259,17/7/14,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,FALSE,322,24
HX349429,17/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1235,24
HX349462,17/7/14,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1511,24
HX349515,17/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2223,24
HX349497,17/7/14,PROSTITUTION,SOLICIT ON PUBLIC WAY,ALLEY,TRUE,FALSE,2533,24
HX350400,17/7/14,THEFT,OVER $500,ALLEY,FALSE,FALSE,1024,24
HX349554,17/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1634,24
HX349597,18/7/14,BATTERY,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,221,25
HX349607,18/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,ALLEY,FALSE,TRUE,725,25
HX349610,18/7/14,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,1122,25
HX351584,18/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,1925,25
HX350167,18/7/14,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,2514,25
HX350029,18/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,712,25
HX350086,18/7/14,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,FALSE,FALSE,631,25
HX350191,18/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,734,25
HX350320,18/7/14,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,TRUE,1031,25
HX350347,18/7/14,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,TRUE,FALSE,2232,25
HX350482,18/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,1133,25
HX350594,18/7/14,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,TRUE,FALSE,2533,25
HX350726,18/7/14,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,ALLEY,FALSE,FALSE,1121,25
HX350664,18/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1011,25
HX350883,18/7/14,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,413,25
HX350716,18/7/14,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,723,25
HX366334,18/7/14,SEX OFFENSE,PUBLIC INDECENCY,ALLEY,TRUE,FALSE,2211,25
HX351025,18/7/14,ASSAULT,SIMPLE,ALLEY,FALSE,FALSE,821,25
HX350897,18/7/14,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ALLEY,TRUE,FALSE,2525,25
HX351277,18/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,1624,25
HX350924,18/7/14,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,TRUE,FALSE,522,25
HX350934,18/7/14,ASSAULT,AGGRAVATED PO: HANDGUN,ALLEY,TRUE,FALSE,832,25
HX350932,18/7/14,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,424,25
HX337507,8/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,ANIMAL HOSPITAL,FALSE,FALSE,921,5
HX344979,12/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,ANIMAL HOSPITAL,FALSE,FALSE,523,9
HX349008,17/7/14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,ANIMAL HOSPITAL,FALSE,FALSE,1214,12
HX351552,18/7/14,CRIMINAL DAMAGE,TO PROPERTY,ANIMAL HOSPITAL,FALSE,FALSE,1924,19
HX332854,5/7/14,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1533,1
HX332795,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,922,1
HX332779,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,922,1
HX332752,5/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,333,1
HX332868,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1532,1
HX332924,5/7/14,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,723,1
HX332888,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,221,1
HX336773,5/7/14,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1533,1
HX333313,5/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1421,1
HX332895,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,913,1
HX332952,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,631,1
HX332973,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,222,1
HX332942,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1431,1
HX333009,5/7/14,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,322,1
HX332959,5/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1822,1
HX332979,5/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,813,2
HX332947,5/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1222,2
HX334802,5/7/14,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,FALSE,FALSE,1022,2
HX333132,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1235,2
HX332994,6/7/14,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1123,2
HX333014,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,324,2
HX333772,6/7/14,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,923,2
HX333165,6/7/14,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1125,2
HX333042,6/7/14,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1533,2
HX333047,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,225,2
HX333067,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1833,2
HX333090,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1133,2
HX333083,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1122,2
HX333285,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1531,2
HX333110,6/7/14,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,FALSE,FALSE,613,2
HX333184,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1022,2
HX333103,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1523,2
HX333409,6/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,931,2
HX333122,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1422,2
HX498459,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1424,2
HX333115,6/7/14,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,FALSE,TRUE,1011,2
HX333124,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,414,2
HX333123,6/7/14,ARSON,BY FIRE,APARTMENT,FALSE,FALSE,724,2
HX333189,6/7/14,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,APARTMENT,FALSE,FALSE,611,2
HX333152,6/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,823,2
HX333600,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,724,2
HX333232,6/7/14,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,TRUE,FALSE,2522,2
HX333340,6/7/14,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1513,2
HX333247,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,723,2
HX333264,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1522,2
HX333231,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1131,2
HX333278,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,313,2
HX335514,6/7/14,THEFT,OVER $500,APARTMENT,FALSE,FALSE,533,2
HX333253,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,2531,2
HX333700,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1132,2
HX333419,6/7/14,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,APARTMENT,TRUE,FALSE,2531,2
HX351740,6/7/14,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2422,2
HX333315,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,133,2
HX333425,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,434,2
HX333360,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,723,2
HX333686,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,1031,2
HX333368,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,232,2
HX333749,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,431,2
HX333377,6/7/14,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,334,2
HX333407,6/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,931,2
HX334230,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,421,2
HX337963,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2413,2
HX333397,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,722,2
HX333444,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1533,2
HX333447,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,2413,2
HX397729,6/7/14,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,FALSE,FALSE,1922,2
HX334313,6/7/14,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,1213,2
HX334857,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2534,2
HX333682,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,232,2
HX333540,6/7/14,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,924,2
HX334458,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,423,2
HX333552,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,724,2
HX334310,6/7/14,KIDNAPPING,KIDNAPPING,APARTMENT,FALSE,TRUE,2514,2
HX333715,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,232,2
HX333576,6/7/14,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,423,2
HX333631,6/7/14,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1531,2
HX333616,6/7/14,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,726,2
HX335306,6/7/14,THEFT,OVER $500,APARTMENT,FALSE,FALSE,234,2
HX333668,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1532,2
HX333895,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1122,2
HX335309,6/7/14,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,234,2
HX333644,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,232,2
HX333677,6/7/14,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1233,2
HX333881,6/7/14,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,1232,2
HX334405,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1133,2
HX334903,6/7/14,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,1915,2
HX333798,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1235,2
HX338630,6/7/14,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1423,2
HX334469,6/7/14,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1532,2
