"CASE #","DATE OF OCCURRENCE","PRIMARY DESCRIPTION","SECONDARY DESCRIPTION","LOCATION DESCRIPTION","ARREST","DOMESTIC","BEAT","X PLOT VALUE","Y PLOT VALUE","DISTRICT","RANGE INDEX","SCORE"
"HX339682","10/7/14","THEFT","$500 AND UNDER","ALLEY","Y","N","421","657","289","9","2","451"
"HX339821","10/7/14","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","2413","414","941","10","9","2966"
"HX339881","10/7/14","OTHER OFFENSE","PAROLE VIOLATION","ALLEY","Y","N","2533","310","714","10","6","1711"
"HX339901","10/7/14","ASSAULT","SIMPLE","ALLEY","N","N","424","688","245","10","0","96"
"HX339938","10/7/14","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","ALLEY","N","N","1622","249","877","10","4","866"
"HX340120","10/7/14","BATTERY","SIMPLE","ALLEY","N","N","921","418","473","10","2","446"
"HX339993","10/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","2222","494","231","10","6","1711"
"HX340032","10/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","1122","362","651","10","2","441"
"HX339984","10/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1423","408","710","10","2","451"
"HX340170","10/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","Y","N","131","549","580","10","11","4231"
"HX340056","10/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","1531","302","682","10","17","8011"
"HX340086","10/7/14","CRIMINAL TRESPASS","TO VEHICLE","ALLEY","Y","N","612","467","294","10","2","451"
"HX340127","10/7/14","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","ALLEY","N","N","423","707","282","10","23","65546"
"HX340488","11/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","1522","285","619","10","2","446"
"HX340178","11/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","1013","350","550","10","17","8011"
"HX340185","11/7/14","BATTERY","SIMPLE","ALLEY","N","N","1212","499","645","10","2","446"
"HX340211","11/7/14","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","Y","N","1824","549","703","10","20","22711"
"HX340333","11/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","2423","464","991","10","9","2966"
"HX340429","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1513","267","618","10","2","451"
"HX340706","11/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","631","598","294","10","17","8011"
"HX340826","11/7/14","DECEPTIVE PRACTICE","COUNTERFEITING DOCUMENT","ALLEY","Y","N","1123","380","647","10","12","4651"
"HX340965","11/7/14","ROBBERY","ARMED: HANDGUN","ALLEY","N","N","1935","520","769","11","23","65546"
"HX340926","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","2422","462","1011","11","2","451"
"HX341427","11/7/14","ASSAULT","SIMPLE","ALLEY","N","N","313","567","359","11","0","96"
"HX341108","11/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","1111","332","674","11","2","441"
"HX341352","11/7/14","BATTERY","SIMPLE","ALLEY","N","N","2424","441","993","11","2","446"
"HX341274","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","612","467","294","11","2","451"
"HX341422","11/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","2534","337","714","11","2","441"
"HX341362","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1032","384","518","11","2","451"
"HX341368","11/7/14","NARCOTICS","POSS: SYNTHETIC DRUGS","ALLEY","Y","N","812","237","360","11","14","6401"
"HX341387","11/7/14","NARCOTICS","POSS: HEROIN(BRN/TAN)","ALLEY","Y","N","1913","479","864","11","20","22711"
"HX341438","11/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","1011","350","589","11","6","1711"
"HX341487","11/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","822","379","401","11","2","451"
"HX341560","11/7/14","OTHER OFFENSE","OTHER CRIME INVOLVING PROPERTY","ALLEY","N","N","2531","260","712","11","9","2966"
"HX341571","12/7/14","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","Y","N","1924","483","806","11","20","22711"
"HX341677","12/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","1022","401","582","11","9","2966"
"HX341638","12/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","1831","531","663","11","2","441"
"HX344033","12/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","1412","377","782","11","9","2966"
"HX341725","12/7/14","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","ALLEY","N","N","611","681","324","11","19","15146"
"HX341704","12/7/14","PUBLIC PEACE VIOLATION","OTHER VIOLATION","ALLEY","N","N","611","681","324","11","0","96"
"HX341743","12/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","433","726","73","11","9","2966"
"HX341893","12/7/14","BATTERY","AGGRAVATED: HANDGUN","ALLEY","N","N","1133","369","613","11","9","2966"
"HX342286","12/7/14","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","ALLEY","N","N","432","680","198","11","19","15146"
"HX342295","12/7/14","ASSAULT","SIMPLE","ALLEY","Y","N","921","418","473","11","0","101"
"HX342378","12/7/14","DECEPTIVE PRACTICE","THEFT OF LOST/MISLAID PROP","ALLEY","Y","N","2024","497","885","11","2","451"
"HX342345","12/7/14","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","Y","N","825","433","372","11","20","22711"
"HX342348","12/7/14","ASSAULT","SIMPLE","ALLEY","N","N","532","586","73","11","0","96"
"HX342428","12/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","ALLEY","Y","N","1414","397","752","11","17","8011"
"HX342567","12/7/14","CRIMINAL DAMAGE","TO PROPERTY","ALLEY","N","Y","731","460","350","11","9","2961"
"HX342553","12/7/14","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","Y","1121","379","677","11","9","2961"
"HX342629","12/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","225","560","437","11","2","451"
"HX342733","12/7/14","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","ALLEY","N","N","2515","270","747","11","23","65546"
"HX343680","12/7/14","BATTERY","SIMPLE","ALLEY","N","N","825","433","372","11","2","446"
"HX342730","12/7/14","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING IDENTIFICATION","ALLEY","Y","N","2531","260","712","11","6","1711"
"HX342715","12/7/14","ASSAULT","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1122","362","651","11","4","866"
"HX342713","12/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","ALLEY","Y","N","1113","325","640","11","21","27751"
"HX342817","12/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","2524","346","762","11","2","451"
"HX342941","13/7/14","NARCOTICS","POSS: COCAINE","ALLEY","Y","N","2522","312","743","12","20","22711"
"HX343012","13/7/14","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","1812","513","749","12","9","2966"
"HX343048","13/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","ALLEY","N","N","1422","379","716","12","2","446"
"HX343356","13/7/14","ASSAULT","SIMPLE","ALLEY","N","Y","1112","361","683","12","0","91"
"HX343424","13/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1125","419","632","12","9","2966"
"HX343451","13/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","832","439","337","12","6","1711"
"HX343527","13/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","N","1222","452","572","12","2","446"
"HX343538","13/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","915","530","502","12","2","446"
"HX343769","13/7/14","CRIMINAL DAMAGE","TO PROPERTY","ALLEY","N","N","532","586","73","12","9","2966"
"HX344925","13/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","1022","401","582","12","2","446"
"HX343718","13/7/14","ROBBERY","ARMED: HANDGUN","ALLEY","N","N","422","700","307","12","23","65546"
"HX343820","13/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1712","340","890","12","9","2966"
"HX343826","13/7/14","GAMBLING","GAME/DICE","ALLEY","Y","N","312","562","375","12","2","451"
"HX343815","13/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","614","501","262","14","6","1711"
"HX343934","13/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","331","631","320","14","9","2966"
"HX344054","13/7/14","BATTERY","SIMPLE","ALLEY","N","N","1014","364","570","14","2","446"
"HX343905","13/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","611","681","324","14","2","451"
"HX343997","13/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","712","506","385","14","6","1711"
"HX344029","13/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","511","584","197","14","2","451"
"HX344063","13/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","2412","394","961","14","2","451"
"HX344058","13/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1234","0","0","14","2","451"
"HX344140","14/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","1131","325","613","15","6","1711"
"HX344192","14/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","735","489","322","15","6","1711"
"HX344203","14/7/14","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","422","700","307","15","9","2966"
"HX344236","14/7/14","NARCOTICS","POSS: COCAINE","ALLEY","Y","N","2535","360","714","15","20","22711"
"HX344270","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","334","659","323","15","2","441"
"HX344299","14/7/14","ASSAULT","AGGRAVATED: HANDGUN","ALLEY","N","N","2514","270","776","15","4","866"
"HX344358","14/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","2532","280","711","15","9","2966"
"HX344781","14/7/14","THEFT","OVER $500","ALLEY","N","N","1834","561","670","15","16","7166"
"HX344456","14/7/14","BATTERY","SIMPLE","ALLEY","Y","N","1922","461","822","15","2","451"
"HX344450","14/7/14","ROBBERY","ARMED: HANDGUN","ALLEY","N","N","733","530","322","15","23","65546"
"HX344764","14/7/14","ROBBERY","ARMED: HANDGUN","ALLEY","N","N","113","549","633","15","23","65546"
"HX344577","14/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1121","379","677","15","2","451"
"HX344753","14/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1532","302","650","15","9","2966"
"HX344814","14/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","732","549","324","15","2","446"
"HX348890","14/7/14","THEFT","OVER $500","ALLEY","N","N","2522","312","743","15","16","7166"
"HX344828","14/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","411","560","226","15","2","451"
"HX344930","14/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","423","707","282","15","2","451"
"HX345022","14/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","ALLEY","Y","N","221","560","455","16","21","27751"
"HX345004","14/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","ALLEY","N","Y","522","552","108","16","11","4221"
"HX345025","14/7/14","NARCOTICS","POSSESSION OF DRUG EQUIPMENT","ALLEY","Y","N","224","586","438","16","2","451"
"HX345152","14/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","Y","N","911","414","500","16","9","2971"
"HX345943","14/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","835","426","282","16","2","446"
"HX345245","14/7/14","NARCOTICS","POSSESSION OF DRUG EQUIPMENT","ALLEY","Y","N","1132","352","613","17","2","451"
"HX345414","14/7/14","BATTERY","SIMPLE","ALLEY","Y","N","413","629","261","17","2","451"
"HX345314","14/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","ALLEY","Y","N","613","501","294","17","2","451"
"HX345306","14/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","ALLEY","Y","N","613","501","294","17","2","451"
"HX345351","14/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1624","271","840","17","2","451"
"HX348329","14/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","912","458","500","17","9","2966"
"HX345491","14/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","612","467","294","17","2","441"
"HX345459","14/7/14","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","413","629","261","17","9","2966"
"HX345509","14/7/14","WEAPONS VIOLATION","UNLAWFUL POSS AMMUNITION","ALLEY","Y","N","931","460","434","18","2","451"
"HX345502","14/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","231","556","410","18","2","451"
"HX345575","14/7/14","BATTERY","AGGRAVATED: HANDGUN","ALLEY","N","N","1211","459","631","18","9","2966"
"HX345576","15/7/14","BATTERY","SIMPLE","ALLEY","N","N","821","380","453","18","2","446"
"HX356130","15/7/14","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","N","N","1711","350","929","18","11","4226"
"HX345891","15/7/14","ROBBERY","ARMED: HANDGUN","ALLEY","N","N","412","629","290","19","23","65546"
"HX345982","15/7/14","OTHER OFFENSE","PAROLE VIOLATION","ALLEY","Y","N","823","379","363","19","6","1711"
"HX346056","15/7/14","ROBBERY","STRONGARM - NO WEAPON","ALLEY","N","N","633","585","253","19","9","2966"
"HX346042","15/7/14","NARCOTICS","POSS: COCAINE","ALLEY","Y","N","823","379","363","19","20","22711"
"HX346172","15/7/14","LIQUOR LAW VIOLATION","ILLEGAL POSSESSION BY MINOR","ALLEY","Y","N","2524","346","762","19","3","661"
"HX346262","15/7/14","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","Y","N","322","605","345","19","20","22711"
"HX346383","15/7/14","OTHER OFFENSE","LICENSE VIOLATION","ALLEY","Y","N","1123","380","647","19","2","451"
"HX346396","15/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","1222","452","572","19","17","8011"
"HX346509","15/7/14","BATTERY","SIMPLE","ALLEY","N","N","2432","474","962","19","2","446"
"HX346495","15/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","823","379","363","19","2","451"
"HX346678","15/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","613","501","294","19","2","451"
"HX346690","15/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1723","364","853","19","2","451"
"HX346781","15/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","332","648","367","19","6","1711"
"HX346808","15/7/14","NARCOTICS","POSS: SYNTHETIC DRUGS","ALLEY","Y","N","711","534","387","19","14","6401"
"HX346813","15/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1234","0","0","20","2","451"
"HX347132","16/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","922","416","447","20","2","446"
"HX347282","16/7/14","BURGLARY","UNLAWFUL ENTRY","ALLEY","Y","N","613","501","294","20","11","4231"
"HX347239","16/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","Y","733","530","322","22","2","441"
"HX347470","16/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","ALLEY","Y","N","2524","346","762","22","2","451"
"HX347560","16/7/14","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","ALLEY","Y","N","1531","302","682","22","2","451"
"HX347722","16/7/14","ASSAULT","AGGRAVATED: HANDGUN","ALLEY","N","N","2431","471","978","22","4","866"
"HX347757","16/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1922","461","822","22","9","2966"
"HX347883","16/7/14","THEFT","$500 AND UNDER","ALLEY","Y","N","1834","561","670","22","2","451"
"HX347939","16/7/14","ASSAULT","AGGRAVATED: HANDGUN","ALLEY","Y","N","2233","526","148","22","4","871"
"HX347924","16/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","1011","350","589","22","17","8011"
"HX348019","16/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","ALLEY","Y","N","1113","325","640","22","21","27751"
"HX348073","16/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","ALLEY","Y","N","1023","422","580","22","21","27751"
"HX348089","16/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1411","411","779","22","2","451"
"HX348355","17/7/14","BATTERY","AGGRAVATED: OTHER DANG WEAPON","ALLEY","N","N","1135","410","613","22","9","2966"
"HX348763","17/7/14","NARCOTICS","FOUND SUSPECT NARCOTICS","ALLEY","Y","N","333","642","341","24","17","8011"
"HX348881","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1215","0","0","24","2","451"
"HX349059","17/7/14","BATTERY","SIMPLE","ALLEY","Y","N","913","497","525","24","2","451"
"HX349089","17/7/14","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","ALLEY","Y","N","1133","369","613","24","21","27751"
"HX349259","17/7/14","CRIMINAL DAMAGE","TO PROPERTY","ALLEY","N","N","322","605","345","24","9","2966"
"HX349429","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1235","0","0","24","2","451"
"HX349462","17/7/14","NARCOTICS","POSS: HEROIN(WHITE)","ALLEY","Y","N","1511","263","678","24","20","22711"
"HX349515","17/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","2223","470","187","24","2","451"
"HX349497","17/7/14","PROSTITUTION","SOLICIT ON PUBLIC WAY","ALLEY","Y","N","2533","310","714","24","2","451"
"HX350400","17/7/14","THEFT","OVER $500","ALLEY","N","N","1024","382","558","24","16","7166"
"HX349554","17/7/14","BATTERY","SIMPLE","ALLEY","N","N","1634","294","811","24","2","446"
"HX349597","18/7/14","BATTERY","AGGRAVATED: HANDGUN","ALLEY","N","N","221","560","455","25","9","2966"
"HX349607","18/7/14","BATTERY","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","ALLEY","N","Y","725","479","347","25","11","4221"
"HX349610","18/7/14","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","Y","1122","362","651","25","9","2961"
"HX351584","18/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","1925","513","823","25","2","446"
"HX350167","18/7/14","THEFT","$500 AND UNDER","ALLEY","N","N","2514","270","776","25","2","446"
"HX350029","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","712","506","385","25","2","451"
"HX350086","18/7/14","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","ALLEY","N","N","631","598","294","25","9","2966"
"HX350191","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","734","506","322","25","2","451"
"HX350320","18/7/14","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","Y","1031","347","511","25","9","2961"
"HX350347","18/7/14","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","ALLEY","Y","N","2232","506","174","25","6","1711"
"HX350482","18/7/14","BATTERY","SIMPLE","ALLEY","N","N","1133","369","613","25","2","446"
"HX350594","18/7/14","OTHER OFFENSE","PAROLE VIOLATION","ALLEY","Y","N","2533","310","714","25","6","1711"
"HX350726","18/7/14","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","ALLEY","N","N","1121","379","677","25","19","15146"
"HX350664","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","1011","350","589","25","2","451"
"HX350883","18/7/14","BATTERY","SIMPLE","ALLEY","N","N","413","629","261","25","2","446"
"HX350716","18/7/14","NARCOTICS","POSS: CRACK","ALLEY","Y","N","723","517","351","25","17","8011"
"HX366334","18/7/14","SEX OFFENSE","PUBLIC INDECENCY","ALLEY","Y","N","2211","388","149","25","2","451"
"HX351025","18/7/14","ASSAULT","SIMPLE","ALLEY","N","N","821","380","453","25","0","96"
"HX350897","18/7/14","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","ALLEY","Y","N","2525","356","745","25","18","13051"
"HX351277","18/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","ALLEY","N","N","1624","271","840","25","2","446"
"HX350924","18/7/14","BATTERY","AGG PO HANDS NO/MIN INJURY","ALLEY","Y","N","522","552","108","25","9","2971"
"HX350934","18/7/14","ASSAULT","AGGRAVATED PO: HANDGUN","ALLEY","Y","N","832","439","337","25","4","871"
"HX350932","18/7/14","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","ALLEY","Y","N","424","688","245","25","2","451"
"HX337507","8/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","ANIMAL HOSPITAL","N","N","921","418","473","5","1","237"
"HX344979","12/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","ANIMAL HOSPITAL","N","N","523","539","61","9","1","237"
"HX349008","17/7/14","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","ANIMAL HOSPITAL","N","N","1214","0","0","12","1","237"
"HX351552","18/7/14","CRIMINAL DAMAGE","TO PROPERTY","ANIMAL HOSPITAL","N","N","1924","483","806","19","9","2967"
"HX332854","5/7/14","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","N","1533","303","617","1","1","238"
"HX332795","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","922","416","447","1","2","443"
"HX332779","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","922","416","447","1","2","443"
"HX332752","5/7/14","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","333","642","341","1","9","2968"
"HX332868","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1532","302","650","1","2","443"
"HX332924","5/7/14","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","Y","723","517","351","1","1","233"
"HX332888","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","N","221","560","455","1","2","448"
"HX336773","5/7/14","THEFT","FROM BUILDING","APARTMENT","N","N","1533","303","617","1","8","2548"
"HX333313","5/7/14","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","1421","404","727","1","9","2968"
"HX332895","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","913","497","525","1","2","443"
"HX332952","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","631","598","294","1","2","443"
"HX332973","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","222","588","459","1","2","443"
"HX332942","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1431","417","757","1","2","448"
"HX333009","5/7/14","ASSAULT","SIMPLE","APARTMENT","N","Y","322","605","345","1","0","93"
"HX332959","5/7/14","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","1822","502","701","1","9","2963"
"HX332979","5/7/14","THEFT","$500 AND UNDER","APARTMENT","N","Y","813","327","368","2","2","443"
"HX332947","5/7/14","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1222","452","572","2","2","443"
"HX334802","5/7/14","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT","N","N","1022","401","582","2","19","15148"
"HX333132","6/7/14","THEFT","$500 AND UNDER","APARTMENT","N","N","1235","0","0","2","2","448"
"HX332994","6/7/14","BATTERY","SIMPLE","APARTMENT","N","N","1123","380","647","2","2","448"
